playlist_idx,cluster,dataset_type,num_tracks,track_idx_list,tracks_to_predict,num_edits,avg_tracks_per_edit,num_artists,popularity_mean,era_early_years_proportion,era_classic_era_proportion,era_golden_era_proportion,era_2000s_proportion,era_modern_era_proportion,length_short_proportion,length_medium_proportion,length_long_proportion,genre_Instrumental / Ambient Sounds_centroid,genre_Soft Acoustic / Classical_centroid,genre_Orchestral / Soundtrack_centroid,genre_Mid-tempo Pop / Indie_centroid,genre_Upbeat Electronic / Dance_centroid,genre_Slow & Melancholic (Sad Songs)_centroid,genre_Experimental / Jazz Fusion_centroid,genre_Lo-Fi / Chill Vibes_centroid,sentiment_joy_centroid,sentiment_calm_centroid,sentiment_sadness_centroid,sentiment_fear_centroid,sentiment_energizing_centroid,sentiment_dreamy_centroid
6612,1,final,107,"[102443, 248298, 48557, 245418, 23801, 149636, 21984, 216374, 116049, 188555, 213713, 221728, 227260, 57687, 6089, 128945, 42658, 142091, 12350, 216212, 221989, 43248, 138079, 243245, 21728, 178557, 48207, 64021, 180819, 232729, 237495, 24902, 218728, 195148, 242528, 247450, 111732, 27975, 19825, 143123, 99868, 182651, 149323, 134353, 78072, 26389, 56622, 102026, 185759, 54047, 231041, 237415, 154298, 219734, 191426, 221079, 241787, 86790, 50041, 56986, 63333, 236082, 87967, 168507, 235367, 103098, 104413, 64550, 35237, 181596, 17097, 122260, 225044, 138183, 53327, 159918, 215273, 206182, 139020, 117402, 136918, 3917, 129035, 94550, 31005, 115065, 12634, 165774, 223774, 139129, 205403, 100372, 137121, 42425, 68844, 202817, 193787, 130724, 250306, 203253, 53497, 59003, 198861, 155766, 130399, 36171, 50662]","[20752, 2867, 31144, 26659, 86424, 191177, 131429, 229720, 180201, 215457]",24,4.5,83,49.64485981308411,0.0093457943925233,0.0373831775700934,0.1308411214953271,0.0841121495327102,0.7383177570093458,0.1308411214953271,0.5887850467289719,0.2803738317757009,0.41916438,0.03989672,0.09208597,0.17543792,0.05136765,0.0238305,0.13400559,0.06421127,0.08809331,0.06466119,0.19839783,0.20159174,0.25732872,0.18992721
6613,3,val,55,"[157887, 156673, 187625, 212344, 116522, 188391, 94251, 220634, 105469, 146140, 78909, 140002, 165145, 247245, 225846, 208136, 7540, 108730, 223650, 44388, 175799, 177254, 12059, 202000, 116681, 100585, 110449, 175168, 199345, 8482, 225527, 83612, 83356, 211822, 31593, 74211, 104052, 226637, 29074, 127736, 121339, 70337, 176643, 245138, 20205, 58144, 48091, 105644, 7560, 102778, 12472, 217868, 76812, 173347, 69541]","[55648, 213215, 230872, 192807, 119844, 53442, 51174, 3071, 178920, 26657]",29,1.912,34,42.2,0.0,0.0181818181818181,0.0727272727272727,0.1272727272727272,0.7818181818181819,0.1818181818181818,0.5636363636363636,0.2545454545454545,0.05636121,0.14639159,0.21978213,0.24483339,0.12387532,0.12674604,0.00633495,0.07567535,0.03770531,0.05933234,0.24365649,0.23485674,0.23705266,0.18739648
6614,3,train,33,"[86901, 71584, 113632, 101374, 213966, 128531, 218756, 166624, 76616, 60501, 188206, 132567, 94644, 193276, 98860, 148989, 80360, 165442, 152840, 46692, 181258, 44279, 244297, 186076, 68603, 156530, 241142, 101384, 194037, 243041, 132883, 80740, 24487]","[142669, 192486, 15744, 153152, 172378, 23833, 58910, 240848, 19269, 82017]",19,1.72,26,32.75757575757576,0.0,0.0,0.0,0.0,1.0,0.4545454545454545,0.3939393939393939,0.1515151515151515,0.10794045,0.06894928,0.35652015,0.18000787,0.09226455,0.11418656,0.06651344,0.0136177,0.03955026,0.04024151,0.22963384,0.2566658,0.24493827,0.18897031
6616,3,final,30,"[28228, 69526, 48265, 101847, 156868, 74514, 47012, 26740, 156410, 159520, 88299, 243962, 175486, 241957, 187440, 118277, 60307, 20635, 769, 142382, 206026, 229792, 22950, 204811, 38087, 108625, 68254, 231121, 84746, 34012]","[113984, 104187, 68617, 219403, 155693, 237675, 68929, 150381, 173267, 172591]",3,10.0,16,30.566666666666663,0.0,0.0,0.1666666666666666,0.6333333333333333,0.2,0.1,0.4,0.5,0.12697471,0.15076203,0.1992551,0.32881992,0.04663136,0.13162002,0.00454394,0.01139293,0.07904015,0.05761995,0.20802052,0.20186418,0.24318614,0.21026905
6617,1,train,109,"[118236, 250058, 186911, 40375, 87513, 63522, 81031, 251114, 20240, 21723, 251336, 65569, 176863, 165942, 251360, 133102, 157087, 64386, 78219, 220854, 49810, 214185, 109034, 6025, 131786, 114393, 156199, 37910, 123305, 178769, 26571, 82214, 201447, 33882, 87632, 212640, 201211, 125467, 16599, 14975, 4507, 150356, 227803, 114989, 167532, 22112, 8445, 116938, 35002, 104065, 20673, 158699, 73870, 105615, 43578, 48854, 66366, 126119, 57572, 244496, 43498, 77111, 218728, 64427, 241565, 142152, 32117, 172704, 35407, 143146, 156022, 134868, 12414, 89402, 60993, 118317, 168606, 37043, 171273, 120541, 111870, 239550, 12224, 186992, 45282, 94310, 124751, 87214, 94486, 2016, 96792, 15262, 14556, 224295, 138164, 153789, 18458, 234858, 89043, 228852, 68844, 128520, 82821, 196898, 54334, 48713, 26659, 158013, 185525]","[77191, 241891, 96001, 32325, 249745, 98381, 170474, 162424, 73579, 177609]",91,1.202,84,32.42201834862385,0.0,0.0,0.0,0.0458715596330275,0.9541284403669724,0.1192660550458715,0.6513761467889908,0.2293577981651376,0.35097276,0.03998721,0.18944865,0.16342866,0.07611895,0.0463407,0.07639363,0.05730944,0.09915555,0.07915089,0.17120414,0.1864626,0.25851716,0.20550965
6618,3,final,70,"[155604, 84955, 242196, 115065, 193010, 190925, 78625, 242155, 18352, 246081, 94992, 115065, 19814, 18645, 171000, 73285, 62725, 140470, 117652, 238869, 55333, 131278, 51773, 16988, 103309, 34094, 226638, 184741, 25438, 238035, 151014, 167613, 133974, 196582, 41041, 84281, 115710, 32809, 13657, 116444, 184685, 238509, 36469, 154774, 57594, 33317, 33379, 83301, 173821, 67401, 108141, 36216, 179033, 157343, 95730, 63380, 65676, 140343, 231254, 189533, 68950, 169034, 130947, 99309, 175975, 197030, 205408, 191796, 152395, 176414]","[196784, 58141, 189300, 30099, 186776, 27560, 55292, 213716, 148753, 235531]",9,8.0,46,54.17142857142857,0.0142857142857142,0.2428571428571428,0.5428571428571428,0.1142857142857142,0.0857142857142857,0.1285714285714285,0.2142857142857142,0.6571428571428571,0.17063238,0.12235946,0.18800315,0.20113955,0.08820054,0.12322709,0.01270318,0.09373466,0.07564416,0.07401303,0.20823659,0.18626077,0.25969799,0.19614747
6619,1,train,228,"[142306, 77411, 68141, 129862, 215457, 17976, 153081, 79471, 248424, 187368, 103823, 215365, 186662, 206931, 133102, 174051, 222116, 78791, 157873, 219280, 63084, 33687, 45345, 243930, 98839, 192515, 99573, 197377, 192097, 222497, 218011, 1215, 184833, 248987, 34962, 13428, 248160, 250197, 56069, 193954, 171539, 73955, 177712, 200050, 191002, 30824, 198709, 141469, 197256, 218271, 47611, 217217, 144377, 158157, 15424, 243641, 64858, 251815, 14281, 182930, 46690, 87632, 1870, 170831, 189617, 202820, 48207, 40248, 60926, 221728, 144327, 33309, 19554, 13475, 187276, 131165, 72301, 245651, 32244, 68984, 200347, 251689, 61132, 159093, 118618, 60500, 211409, 202244, 249870, 216001, 92452, 70529, 190654, 148812, 138667, 237704, 218205, 124094, 20640, 156787, 119060, 234425, 239500, 5894, 48553, 251311, 107318, 191116, 232729, 77189, 191316, 20910, 184725, 140167, 130094, 53686, 156918, 37668, 33820, 6353, 140434, 49756, 10200, 230162, 39084, 116910, 156199, 2180, 152695, 191500, 134758, 70449, 216374, 163713, 10934, 216240, 78987, 107358, 124237, 185468, 191426, 204678, 127173, 167776, 154321, 140314, 137396, 14975, 122900, 109660, 247450, 40754, 228264, 72522, 44898, 195238, 190816, 237415, 102389, 222377, 105615, 27391, 219734, 35237, 8445, 149636, 143123, 221079, 234142, 191313, 43498, 11206, 196135, 107721, 43357, 225936, 249109, 225394, 245418, 182488, 237495, 168606, 116049, 104413, 221860, 180201, 103098, 235367, 102584, 48557, 236681, 251311, 65143, 143095, 19825, 24902, 45282, 243245, 179469, 16320, 60803, 74038, 41723, 186573, 150659, 2125, 83087, 40301, 86790, 122336, 152371, 219498, 15463, 181640, 26996, 27407, 145634, 96114, 63352, 153789, 182651, 193787, 249785, 250306, 50047, 203253, 49453, 130724]","[64550, 53497, 110859, 131429, 205833, 7627, 149917, 210921, 86135, 26659]",136,1.676,130,53.57017543859649,0.0,0.0,0.0,0.0175438596491228,0.9824561403508772,0.1271929824561403,0.6359649122807017,0.2368421052631578,0.43128537,0.0570035,0.09970885,0.14930817,0.04774075,0.02842698,0.10495908,0.08156731,0.08425037,0.07255531,0.19735157,0.20116913,0.25964279,0.18503084
6620,2,train,37,"[164446, 219712, 60468, 208394, 74256, 241401, 160691, 162305, 173397, 107770, 171594, 229882, 189077, 179638, 15607, 158776, 223766, 69241, 99587, 183292, 239217, 170071, 43595, 175048, 104377, 200913, 240000, 14541, 143287, 64904, 237495, 64904, 215386, 77192, 65589, 209750, 249836]","[160167, 104510, 85771, 246256, 108727, 106035, 134494, 130724, 123364, 71006]",31,1.175,36,42.75675675675676,0.0,0.0,0.027027027027027,0.027027027027027,0.945945945945946,0.2162162162162162,0.3783783783783784,0.4054054054054054,0.2679383,0.09959651,0.20124393,0.27163983,0.04051439,0.0614921,0.04045634,0.0171186,0.0575397,0.03104184,0.24797596,0.22672609,0.2596845,0.1770319
6621,2,train,153,"[20363, 174034, 150115, 243696, 213249, 7920, 33163, 124153, 106763, 75539, 212103, 20154, 91489, 176650, 8371, 93282, 209392, 184612, 141543, 146399, 153753, 53497, 166690, 80614, 48364, 97792, 43602, 96313, 74603, 138203, 77483, 231452, 17774, 24613, 154067, 8735, 5858, 68922, 187773, 185376, 242298, 218932, 139261, 88490, 142751, 151584, 216252, 216939, 86790, 62757, 181055, 235367, 93475, 164650, 5894, 70529, 22556, 221079, 237415, 230184, 65143, 68163, 65433, 4028, 167250, 149486, 82682, 153387, 157571, 214445, 85267, 41137, 7627, 216374, 52772, 64550, 47413, 156348, 132006, 178423, 56172, 180136, 12369, 216470, 238388, 53902, 87793, 54119, 108146, 126542, 99868, 222964, 22275, 24056, 3065, 144970, 189386, 252213, 135193, 44387, 36027, 231708, 132821, 192515, 179811, 106752, 203557, 237495, 64904, 120485, 125564, 140167, 117162, 48397, 146311, 145722, 102838, 70485, 16252, 88139, 231202, 214538, 69717, 58822, 249044, 29036, 56522, 135470, 92210, 188555, 60803, 49453, 62064, 126204, 45110, 155952, 17940, 245343, 131123, 17976, 46586, 198409, 86135, 149486, 158794, 14597, 66146, 108826, 44309, 216470, 26783, 50047, 10666]","[22983, 166872, 88139, 252057, 156298, 63876, 3345, 103612, 219500, 237818]",35,4.405,47,46.07843137254902,0.0,0.0,0.0,0.0065359477124183,0.9934640522875816,0.2483660130718954,0.457516339869281,0.2941176470588235,0.47503344,0.0549915,0.07726861,0.14335435,0.02121408,0.03954846,0.07928323,0.10930633,0.0687775,0.04744954,0.22258506,0.20829995,0.27972464,0.17316332
6622,1,train,117,"[137396, 202860, 140314, 48207, 137148, 99481, 204678, 184725, 216252, 236977, 27391, 70529, 191316, 219734, 72522, 191426, 216374, 188555, 156346, 4507, 190816, 195247, 14975, 183252, 27071, 151584, 234471, 10324, 6089, 144281, 136609, 213713, 194737, 175743, 4153, 158927, 171781, 96114, 149636, 237528, 87648, 143123, 16769, 242528, 93178, 7627, 235367, 210354, 104413, 168606, 53497, 64550, 103098, 237495, 92702, 14153, 252213, 166690, 91554, 43614, 221079, 45282, 27407, 68450, 38471, 41723, 227260, 234858, 169595, 35332, 107705, 24902, 119154, 56352, 133212, 86424, 153789, 75453, 205833, 68844, 54774, 86790, 93035, 138601, 98873, 123075, 146657, 218755, 130724, 44387, 136246, 62694, 229617, 86135, 62064, 115454, 125319, 201660, 102192, 67273, 65873, 170110, 250306, 106903, 164557, 149917, 39687, 189386, 12501, 184445, 19825, 82821, 245084, 56061, 82206, 249785, 165998]","[131429, 73693, 102534, 60803, 154652, 76299, 61763, 50047, 156298, 129996]",85,1.38,76,50.11965811965812,0.0,0.0,0.0,0.017094017094017,0.9829059829059827,0.1538461538461538,0.5726495726495726,0.2735042735042735,0.4285451,0.05097509,0.09886179,0.17023858,0.04066899,0.04816019,0.09782871,0.06472155,0.07660543,0.06584279,0.2131491,0.20358534,0.26381318,0.17700416
6623,1,test,141,"[243496, 70292, 226515, 157887, 90104, 94251, 113137, 132787, 144726, 95051, 89348, 50524, 62672, 77604, 249070, 122782, 217946, 5277, 186313, 65028, 95214, 29177, 54893, 33718, 1879, 53989, 18586, 235251, 135172, 208893, 232829, 106730, 213937, 118675, 151313, 61892, 74612, 214051, 1011, 74569, 178162, 26272, 246233, 31550, 221435, 205360, 167604, 132092, 140824, 235751, 51431, 117388, 168018, 8140, 214212, 241540, 151553, 97914, 25246, 240480, 221414, 134641, 83460, 51786, 169403, 88367, 7325, 203683, 118100, 43211, 106701, 52739, 70641, 165496, 213049, 182466, 6066, 53197, 194909, 203134, 11192, 93707, 194190, 46220, 26582, 133036, 66730, 127220, 184018, 20091, 125282, 47492, 76913, 172211, 196696, 181455, 96197, 251562, 72145, 159817, 168337, 173313, 184714, 27751, 50497, 68162, 6666, 250758, 207476, 35328, 187195, 175326, 14682, 224980, 139990, 146451, 160645, 64051, 230262, 224295, 22429, 203610, 170310, 100322, 162524, 164621, 154030, 223254, 128821, 95325, 83689, 179009, 97844, 155549, 52338, 53232, 22536, 91316, 57566, 243676, 96197]","[15787, 29052, 113886, 170225, 139095, 203934, 103276, 83689, 239743, 127212]",56,2.517,77,42.0709219858156,0.0,0.0,0.0,0.0992907801418439,0.900709219858156,0.0567375886524822,0.5815602836879432,0.3617021276595745,0.17926404,0.13107002,0.26041755,0.20773114,0.03980122,0.11101416,0.04428024,0.02642163,0.04942035,0.04926694,0.22622789,0.20952554,0.2616046,0.20395468
6625,3,train,71,"[14412, 229551, 196631, 169870, 159800, 106751, 158104, 127981, 102448, 174366, 31878, 6200, 166117, 194103, 236401, 165961, 224553, 209753, 123985, 119476, 161772, 249870, 5889, 114476, 185380, 89301, 18866, 197437, 172183, 100480, 149710, 18603, 115314, 251311, 225940, 113368, 185169, 139471, 164178, 191074, 212881, 53621, 93242, 24394, 94274, 97015, 148931, 222069, 217395, 63974, 182666, 30400, 233897, 162704, 110119, 240091, 84141, 50912, 188730, 177677, 242339, 114751, 182645, 209609, 173081, 45495, 198446, 246523, 172737, 174692, 135266]","[121753, 228870, 175498, 151279, 208452, 219519, 96935, 222437, 182608, 52357]",60,1.174,43,50.49295774647887,0.0,0.0140845070422535,0.0,0.2394366197183098,0.7464788732394366,0.0845070422535211,0.4788732394366197,0.4366197183098591,0.27967362,0.28602744,0.07237327,0.15373807,0.07237492,0.02418913,0.05807308,0.05355047,0.08918963,0.06169791,0.17289997,0.16856256,0.28402068,0.22362925
6626,2,train,95,"[188555, 244611, 87178, 116177, 77546, 205574, 193940, 70485, 191050, 43569, 234471, 156594, 143287, 190137, 247337, 7682, 240000, 250666, 29626, 251689, 89489, 142815, 235367, 25252, 53497, 221728, 159681, 136880, 109500, 30051, 89840, 130094, 19825, 206924, 222354, 75949, 235080, 87387, 179215, 200727, 214450, 118105, 209750, 122900, 182012, 143095, 233031, 36552, 121813, 184725, 5894, 153789, 151293, 90724, 68983, 54119, 138601, 25166, 100805, 245377, 134758, 173476, 64550, 195735, 203253, 204678, 221079, 86790, 210354, 216374, 116049, 166690, 16438, 146644, 42147, 236492, 121097, 15236, 235068, 125154, 77194, 74662, 76572, 195884, 193469, 149917, 90768, 165530, 191426, 167597, 158927, 49453, 250306, 50047, 131429]","[138079, 58505, 156870, 251815, 96494, 216252, 234425, 42804, 180201, 246783]",41,2.333,61,48.49473684210526,0.0,0.0,0.0105263157894736,0.0947368421052631,0.8947368421052632,0.1263157894736842,0.5789473684210527,0.2947368421052631,0.5285712,0.02608214,0.06636963,0.09704152,0.03585312,0.04405016,0.11352493,0.0885073,0.07494707,0.05862938,0.21361933,0.21166638,0.27554716,0.16559068
6627,3,final,16,"[166877, 87806, 171852, 1287, 202567, 76695, 79687, 84385, 238236, 34319, 51805, 88936, 186624, 45699, 205506, 59867]","[24092, 7204, 53848, 146757, 178493, 122883, 167537, 154321, 57709, 155794]",2,8.667,15,56.125,0.0,0.0,0.0625,0.375,0.5625,0.0625,0.4375,0.5,0.17346667,0.23513565,0.12408819,0.1311418,0.06379715,0.07720876,0.0080415,0.18712027,0.07685956,0.06317022,0.2075503,0.19108047,0.24937472,0.21196472
6628,1,train,39,"[125873, 98873, 35237, 12390, 237650, 25875, 101348, 237495, 24939, 207513, 152574, 242886, 235367, 73829, 60305, 64550, 58505, 210913, 139328, 133886, 54735, 174387, 104659, 211374, 47980, 175271, 200604, 40181, 220936, 226128, 55004, 87648, 65543, 110601, 242517, 25166, 205173, 123075, 163771]","[104889, 54047, 245420, 63804, 221702, 246437, 40937, 52875, 162552, 165272]",29,1.361,45,40.58974358974359,0.0,0.0,0.0,0.0,1.0,0.2307692307692307,0.6153846153846154,0.1538461538461538,0.33435184,0.06390992,0.10977701,0.177837,0.0323173,0.03677235,0.10682908,0.13820549,0.07697319,0.06476574,0.21172805,0.20915996,0.25053654,0.18683653
6629,2,train,87,"[203856, 199739, 156870, 190623, 23803, 112342, 52805, 42166, 250946, 146644, 159681, 186705, 44898, 25252, 42685, 208529, 243433, 195884, 237415, 216374, 16443, 105748, 59800, 97481, 36171, 190816, 92205, 44552, 83904, 75949, 7627, 61894, 242046, 161207, 168872, 75589, 32258, 222377, 168126, 124195, 65433, 134509, 69316, 175493, 52772, 3065, 104713, 116049, 40411, 74256, 175488, 210354, 219734, 219965, 32090, 237495, 240000, 203557, 209437, 40301, 237495, 27391, 214962, 164847, 39290, 36294, 122543, 152397, 122751, 143059, 12262, 56172, 214079, 144118, 66146, 205810, 214377, 205339, 86790, 64550, 221079, 85846, 58505, 203253, 102443, 156348, 77655]","[131216, 232239, 227803, 169785, 86801, 61697, 80614, 239485, 131757, 191269]",38,2.31,40,51.85057471264368,0.0,0.0,0.0114942528735632,0.0114942528735632,0.9770114942528736,0.1494252873563218,0.4022988505747126,0.4482758620689655,0.4923357,0.07859038,0.08965643,0.17262542,0.04825497,0.01074777,0.0395291,0.06826022,0.06961369,0.05397258,0.23601595,0.21042487,0.26081856,0.16915435
6630,1,train,131,"[214548, 136850, 198293, 28246, 177769, 139995, 235638, 102452, 92245, 99771, 246857, 205893, 97636, 232283, 47867, 218243, 118679, 158779, 215320, 138848, 159499, 229890, 177507, 112737, 3632, 91335, 104519, 175382, 153429, 85713, 167597, 25036, 84591, 200727, 121097, 71481, 230685, 27535, 81409, 58917, 159718, 9373, 220089, 45137, 219167, 221944, 99764, 227170, 236082, 48960, 29893, 88112, 62292, 116642, 223514, 188097, 151876, 221503, 117402, 203594, 150804, 34632, 143261, 90713, 112877, 82595, 234697, 174152, 90995, 73360, 42147, 115640, 219815, 242093, 251396, 46502, 98, 131928, 1293, 234577, 174893, 21255, 71159, 17731, 114702, 10200, 150583, 190635, 184875, 98402, 211978, 193196, 102795, 106082, 8215, 11203, 71478, 139149, 132614, 10492, 161363, 157198, 48553, 209344, 20640, 249333, 2000, 204497, 191103, 43658, 123447, 194698, 65322, 33461, 37806, 228259, 169785, 158157, 71825, 218785, 57374, 101021, 234443, 200116, 229328, 180426, 187637, 205810, 117321, 20531, 51650]","[10543, 24243, 186785, 36559, 73764, 86791, 121465, 248518, 17244, 65337]",42,3.133,77,52.23664122137404,0.0,0.0076335877862595,0.0076335877862595,0.4274809160305343,0.5572519083969466,0.0381679389312977,0.7251908396946565,0.2366412213740458,0.3767557,0.04070246,0.14582577,0.18057769,0.0621716,0.02918414,0.0923009,0.07248174,0.12410635,0.08677779,0.14350556,0.17162362,0.2679332,0.20605347
6631,3,final,122,"[184725, 205883, 184508, 251689, 79338, 60973, 55771, 81568, 74075, 126678, 223776, 244274, 213500, 66281, 195118, 1330, 237528, 219243, 64427, 47883, 226858, 173969, 28635, 79453, 156199, 227906, 219251, 59559, 169809, 186881, 76923, 125072, 174185, 99151, 185972, 137202, 182843, 238752, 197385, 204977, 76573, 170712, 61672, 25343, 64244, 218894, 82782, 235670, 214162, 148533, 131216, 152014, 70557, 68482, 172922, 158484, 28238, 223185, 95383, 217729, 19088, 210946, 201848, 70949, 113561, 233802, 182185, 116851, 199918, 246706, 74619, 45282, 209988, 117928, 137982, 125413, 134828, 64713, 78526, 233115, 45039, 203557, 235367, 243129, 28082, 52361, 77549, 166488, 175855, 57726, 27307, 249789, 167897, 205848, 212050, 88395, 22260, 66824, 172082, 68844, 153789, 79204, 121753, 118028, 207707, 19289, 60022, 176456, 130179, 240169, 69829, 6198, 148197, 223774, 53938, 148728, 87016, 202860, 9745, 14865, 61874, 1602]","[57870, 219261, 178665, 104965, 68922, 209344, 237024, 203605, 190011, 120266]",45,2.694,87,43.31147540983606,0.0,0.0327868852459016,0.0245901639344262,0.1229508196721311,0.819672131147541,0.1885245901639344,0.5245901639344263,0.2868852459016393,0.28556337,0.09199411,0.15667234,0.21240113,0.05728019,0.06909221,0.06309625,0.0639004,0.06875309,0.05912826,0.20968272,0.1961816,0.27698018,0.18927415
6632,3,train,75,"[181349, 77934, 141571, 161296, 22254, 177965, 181640, 208248, 141207, 44419, 79024, 1801, 245191, 210068, 121753, 32303, 110414, 35237, 240041, 151912, 118643, 243754, 188391, 160135, 60859, 132901, 134857, 102373, 17478, 79210, 110037, 249046, 98897, 159407, 28071, 115063, 116956, 235234, 174344, 94409, 7161, 46929, 82102, 131219, 219103, 187106, 62335, 225888, 141837, 88492, 199128, 6241, 66827, 248513, 142182, 66932, 111470, 199713, 46958, 139764, 114710, 102594, 77229, 239679, 59521, 25983, 103258, 23982, 17741, 1100, 68533, 172621, 175245, 3834, 4122]","[50863, 11944, 45832, 182371, 81308, 182371, 57645, 52464, 178318, 191308]",43,1.735,66,43.13333333333333,0.0,0.0133333333333333,0.0,0.0666666666666666,0.92,0.1066666666666666,0.52,0.3733333333333333,0.12082774,0.16224764,0.16220874,0.22673477,0.10351445,0.19240394,0.0222792,0.00978353,0.06443878,0.05225144,0.22107591,0.20125342,0.2451883,0.21579215
6633,2,test,12,"[86697, 33646, 82726, 251697, 107227, 147693, 104164, 133842, 130502, 215365, 22267, 80203]","[120219, 128515, 129308, 132333, 34355, 197653, 46169, 186671, 5638, 92297]",9,1.375,18,22.25,0.0,0.0,0.0,0.0,1.0,0.25,0.4166666666666667,0.3333333333333333,0.08597674,0.0477805,0.55629666,0.20317445,0.01780558,0.07688675,0.00294436,0.00913496,0.05822573,0.03124172,0.21152347,0.16349388,0.32086997,0.21464523
6634,0,val,15,"[110715, 179947, 102808, 110947, 249720, 242095, 52765, 126058, 42455, 1635, 247805, 111232, 94145, 81913, 89210]","[53852, 117290, 154521, 90839, 166357, 79535, 84663, 172333, 25201, 228118]",14,1.042,24,28.466666666666665,0.0,0.1333333333333333,0.0,0.0666666666666666,0.8,0.0666666666666666,0.7333333333333333,0.2,0.13044933,0.23307573,0.10409999,0.29794898,0.01670574,0.081682,0.00376806,0.13227018,0.10882892,0.05724039,0.1442576,0.15510036,0.30409557,0.23047715
6636,2,train,11,"[249785, 119775, 167186, 191177, 239833, 205833, 103098, 250306, 116049, 19825, 86790]","[182651, 180201, 181596, 49453, 131429, 24004, 54047, 26659, 245858, 149427]",3,4.2,18,46.09090909090909,0.0,0.0,0.0,0.0,1.0,0.1818181818181818,0.6363636363636364,0.1818181818181818,0.50012365,0.0573564,0.15468673,0.2352045,0.00999476,0.00793253,0.014563,0.02013843,0.13150097,0.08964687,0.15517792,0.17068896,0.26064922,0.19233605
6637,2,val,33,"[14975, 216252, 175190, 67749, 221079, 237415, 140314, 216240, 216374, 86790, 235367, 64550, 116049, 16769, 234569, 68844, 99868, 90973, 122326, 243930, 251689, 82682, 149530, 153789, 68163, 49362, 87580, 50047, 65433, 85025, 86135, 62757, 151584]","[250306, 131429, 50662, 149917, 82821, 129996, 247659, 191269, 248305, 29217]",8,4.3,24,50.63636363636363,0.0,0.0,0.0,0.0,1.0,0.0303030303030303,0.6363636363636364,0.3333333333333333,0.4576088,0.03745049,0.06624074,0.14724706,0.03533324,0.03729752,0.13371348,0.08510868,0.07634506,0.05758598,0.22095111,0.21193997,0.27172621,0.16145167
6638,3,val,214,"[129952, 37201, 106825, 152805, 162669, 201413, 219341, 64552, 104846, 104764, 180354, 135655, 101836, 242833, 8563, 152644, 4962, 72674, 8938, 107319, 34817, 211664, 206228, 17994, 73343, 237150, 235961, 34960, 66630, 25392, 173171, 145961, 166719, 237516, 137807, 219708, 104709, 152493, 94979, 134822, 119010, 165982, 80355, 39059, 59740, 6200, 59404, 168888, 141564, 208291, 231555, 107966, 16591, 72795, 54015, 44134, 66537, 131800, 94359, 238881, 183783, 150485, 192352, 31703, 131880, 188338, 242776, 197306, 136966, 75491, 170844, 73679, 224589, 59943, 61662, 244449, 248013, 98812, 226766, 214326, 116611, 41746, 235643, 1576, 197554, 12537, 35793, 138981, 8172, 62030, 132747, 59194, 179612, 206255, 43618, 44877, 50049, 30523, 76771, 249802, 198578, 140811, 49161, 212328, 205685, 223546, 44834, 102500, 186688, 54203, 170864, 61233, 11553, 217619, 241132, 66732, 226532, 123279, 138436, 110312, 249153, 101161, 39274, 113438, 187890, 177788, 147145, 95173, 235584, 59671, 110789, 45785, 20434, 98433, 84995, 215854, 31323, 173400, 208939, 129372, 236535, 106726, 239743, 224907, 3688, 175918, 157964, 43872, 216289, 189195, 80198, 146550, 160884, 152321, 194029, 184026, 74943, 200668, 11414, 6551, 117360, 79611, 76377, 127114, 151613, 225459, 197098, 194695, 165293, 157213, 188104, 21103, 69188, 187534, 67610, 41570, 88386, 20952, 61498, 211341, 82201, 29024, 126941, 248059, 27957, 844, 60223, 224848, 25671, 2633, 226410, 223038, 192191, 45657, 85208, 223352, 201001, 49211, 26536, 74582, 147629, 236393, 99853, 243625, 2466, 209572, 103037, 239454, 8011, 159025, 154003, 32699, 224229, 171290]","[160866, 168611, 101493, 21265, 229033, 110494, 142299, 240836, 70400, 104430]",92,2.333,123,27.40654205607477,0.02803738317757,0.0467289719626168,0.0186915887850467,0.0794392523364486,0.8271028037383178,0.1261682242990654,0.3177570093457944,0.5560747663551402,0.24226128,0.27861089,0.09505347,0.14304409,0.04854708,0.07741127,0.04932336,0.06574857,0.08327976,0.05790674,0.17414834,0.15285733,0.30014482,0.23166301
6639,2,train,46,"[221728, 192258, 200347, 251689, 41170, 29036, 227260, 190654, 184725, 177405, 70529, 65451, 130094, 228501, 96494, 191116, 193954, 146970, 90724, 44898, 216252, 140314, 14975, 158927, 219734, 151584, 155439, 9092, 84423, 5894, 159093, 156870, 116049, 91489, 53497, 237495, 143095, 16769, 191426, 191177, 12563, 86790, 216374, 54047, 221079, 68844]","[119440, 203557, 48364, 250306, 16252, 30051, 157873, 86135, 131429, 68163]",30,1.556,36,51.0,0.0,0.0,0.0,0.0,1.0,0.1739130434782608,0.5434782608695652,0.2826086956521739,0.49130967,0.05367925,0.06781605,0.16206266,0.00922047,0.01205951,0.12086678,0.08298562,0.06659548,0.04893853,0.22794132,0.21231213,0.2798064,0.16440613
6640,3,final,10,"[166383, 115026, 33301, 147976, 130894, 162438, 70953, 158582, 221308, 115580]","[182106, 20204, 246322, 54018, 133974, 115710, 216180, 63380, 52054, 208238]",2,4.0,14,49.1,0.0,0.0,0.6,0.2,0.2,0.1,0.3,0.6,0.09201222,0.07677065,0.36854172,0.2337795,0.01082611,0.10498115,0.0101544,0.10293425,0.06109806,0.07360151,0.22538236,0.20652112,0.24577126,0.18762569
