playlist_idx,recommended_tracks
515,"[np.float64(39909.0), np.float64(40981.0), np.float64(37939.0), np.float64(223613.0), np.float64(121097.0), np.float64(111863.0), np.float64(117402.0), np.float64(71825.0), np.float64(42921.0), np.float64(247811.0), np.float64(219722.0), np.float64(82207.0), np.float64(87268.0), np.float64(198220.0), np.float64(42888.0), np.float64(46394.0), np.float64(68968.0), np.float64(107850.0), np.float64(187665.0), np.float64(40743.0), np.float64(180737.0), np.float64(83121.0), np.float64(45286.0), np.float64(184925.0), np.float64(240777.0), np.float64(178260.0), np.float64(209230.0), np.float64(142578.0), np.float64(78923.0), np.float64(23543.0), np.float64(53034.0), np.float64(66056.0), np.float64(219757.0), np.float64(199280.0), np.float64(31870.0), np.float64(204466.0), np.float64(85812.0), np.float64(102528.0), np.float64(245000.0), np.float64(103918.0), np.float64(43248.0), np.float64(236830.0), np.float64(192014.0), np.float64(54319.0), np.float64(116891.0), np.float64(72896.0), np.float64(250421.0), np.float64(181225.0), np.float64(97361.0), np.float64(33185.0)]"
2,"[np.float64(24869.0), np.float64(178454.0), np.float64(244449.0), np.float64(62764.0), np.float64(46394.0), np.float64(29806.0), np.float64(85431.0), np.float64(122126.0), np.float64(139905.0), np.float64(178244.0), np.float64(218810.0), np.float64(161162.0), np.float64(176295.0), np.float64(68940.0), np.float64(172071.0), np.float64(177774.0), np.float64(232497.0), np.float64(246267.0), np.float64(10778.0), np.float64(218657.0), np.float64(26101.0), np.float64(121477.0), np.float64(98263.0), np.float64(62575.0), np.float64(125877.0), np.float64(42751.0), np.float64(208202.0), np.float64(21231.0), np.float64(19904.0), np.float64(38861.0), np.float64(17801.0), np.float64(109684.0), np.float64(188798.0), np.float64(235354.0), np.float64(51015.0), np.float64(158801.0), np.float64(42986.0), np.float64(163303.0), np.float64(183244.0), np.float64(242925.0), np.float64(85512.0), np.float64(169389.0), np.float64(73777.0), np.float64(33108.0), np.float64(128178.0), np.float64(71135.0), np.float64(40430.0), np.float64(96425.0), np.float64(11242.0), np.float64(156345.0)]"
1042,"[np.float64(32222.0), np.float64(4207.0), np.float64(45184.0), np.float64(160078.0), np.float64(32206.0), np.float64(232491.0), np.float64(193014.0), np.float64(73682.0), np.float64(95136.0), np.float64(195933.0), np.float64(169949.0), np.float64(219213.0), np.float64(61399.0), np.float64(43470.0), np.float64(140325.0), np.float64(195665.0), np.float64(113711.0), np.float64(201233.0), np.float64(51805.0), np.float64(56909.0), np.float64(119126.0), np.float64(56686.0), np.float64(152510.0), np.float64(9211.0), np.float64(164343.0), np.float64(170436.0), np.float64(27407.0), np.float64(179282.0), np.float64(178288.0), np.float64(76079.0), np.float64(75567.0), np.float64(13428.0), np.float64(108167.0), np.float64(3264.0), np.float64(105768.0), np.float64(100077.0), np.float64(9655.0), np.float64(179370.0), np.float64(242116.0), np.float64(76259.0), np.float64(228870.0), np.float64(212361.0), np.float64(61770.0), np.float64(66129.0), np.float64(94657.0), np.float64(84506.0), np.float64(248598.0), np.float64(63735.0), np.float64(220093.0), np.float64(79227.0)]"
848,"[np.float64(32222.0), np.float64(160078.0), np.float64(4207.0), np.float64(66129.0), np.float64(45184.0), np.float64(56909.0), np.float64(197588.0), np.float64(178288.0), np.float64(152510.0), np.float64(76259.0), np.float64(132589.0), np.float64(170436.0), np.float64(27407.0), np.float64(100077.0), np.float64(42981.0), np.float64(141662.0), np.float64(88467.0), np.float64(193014.0), np.float64(169343.0), np.float64(52678.0), np.float64(208452.0), np.float64(170200.0), np.float64(81826.0), np.float64(221976.0), np.float64(169090.0), np.float64(206444.0), np.float64(195933.0), np.float64(42826.0), np.float64(198028.0), np.float64(3264.0), np.float64(17473.0), np.float64(199987.0), np.float64(75567.0), np.float64(127063.0), np.float64(57692.0), np.float64(139886.0), np.float64(232798.0), np.float64(82181.0), np.float64(38908.0), np.float64(95044.0), np.float64(76379.0), np.float64(73682.0), np.float64(16847.0), np.float64(43470.0), np.float64(14769.0), np.float64(22174.0), np.float64(124685.0), np.float64(123251.0), np.float64(112390.0), np.float64(154067.0)]"
628,"[np.float64(132589.0), np.float64(174487.0), np.float64(32234.0), np.float64(8138.0), np.float64(8788.0), np.float64(84789.0), np.float64(61399.0), np.float64(195665.0), np.float64(83741.0), np.float64(249096.0), np.float64(144362.0), np.float64(237495.0), np.float64(82397.0), np.float64(227992.0), np.float64(172474.0), np.float64(97065.0), np.float64(193873.0), np.float64(63735.0), np.float64(133385.0), np.float64(145216.0), np.float64(49732.0), np.float64(65924.0), np.float64(18002.0), np.float64(111627.0), np.float64(160078.0), np.float64(205041.0), np.float64(10294.0), np.float64(233582.0), np.float64(194971.0), np.float64(169949.0), np.float64(27146.0), np.float64(236072.0), np.float64(98910.0), np.float64(191316.0), np.float64(117593.0), np.float64(117483.0), np.float64(252213.0), np.float64(48931.0), np.float64(180104.0), np.float64(141420.0), np.float64(65511.0), np.float64(249136.0), np.float64(137024.0), np.float64(119126.0), np.float64(188245.0), np.float64(223499.0), np.float64(197588.0), np.float64(98751.0), np.float64(171886.0), np.float64(109817.0)]"
177,"[np.float64(189106.0), np.float64(251669.0), np.float64(108543.0), np.float64(177197.0), np.float64(100860.0), np.float64(200582.0), np.float64(220755.0), np.float64(242925.0), np.float64(66385.0), np.float64(104336.0), np.float64(2249.0), np.float64(93484.0), np.float64(117402.0), np.float64(172331.0), np.float64(71673.0), np.float64(88519.0), np.float64(62321.0), np.float64(70390.0), np.float64(182718.0), np.float64(67638.0), np.float64(204209.0), np.float64(63897.0), np.float64(140195.0), np.float64(178994.0), np.float64(228140.0), np.float64(2883.0), np.float64(156604.0), np.float64(88945.0), np.float64(79001.0), np.float64(78625.0), np.float64(204059.0), np.float64(221561.0), np.float64(242339.0), np.float64(49492.0), np.float64(7962.0), np.float64(220978.0), np.float64(31064.0), np.float64(249877.0), np.float64(210274.0), np.float64(9518.0), np.float64(203073.0), np.float64(144636.0), np.float64(175008.0), np.float64(134153.0), np.float64(184835.0), np.float64(204808.0), np.float64(210809.0), np.float64(134326.0), np.float64(13422.0), np.float64(179069.0)]"
274,"[np.float64(32222.0), np.float64(66129.0), np.float64(4207.0), np.float64(231113.0), np.float64(123251.0), np.float64(232535.0), np.float64(47633.0), np.float64(177774.0), np.float64(45184.0), np.float64(54026.0), np.float64(170436.0), np.float64(153464.0), np.float64(70687.0), np.float64(86704.0), np.float64(97805.0), np.float64(224654.0), np.float64(106219.0), np.float64(232798.0), np.float64(160078.0), np.float64(86797.0), np.float64(198028.0), np.float64(154937.0), np.float64(663.0), np.float64(132589.0), np.float64(200014.0), np.float64(41434.0), np.float64(58287.0), np.float64(129443.0), np.float64(100077.0), np.float64(207772.0), np.float64(129958.0), np.float64(139785.0), np.float64(104888.0), np.float64(14769.0), np.float64(114360.0), np.float64(42981.0), np.float64(72250.0), np.float64(121477.0), np.float64(73222.0), np.float64(144864.0), np.float64(103620.0), np.float64(124128.0), np.float64(20904.0), np.float64(183625.0), np.float64(154193.0), np.float64(9143.0), np.float64(160507.0), np.float64(169090.0), np.float64(73572.0), np.float64(5406.0)]"
233,"[np.float64(32222.0), np.float64(4207.0), np.float64(160078.0), np.float64(34347.0), np.float64(249088.0), np.float64(33788.0), np.float64(200181.0), np.float64(45184.0), np.float64(193014.0), np.float64(132589.0), np.float64(119126.0), np.float64(73682.0), np.float64(232491.0), np.float64(104888.0), np.float64(32206.0), np.float64(51805.0), np.float64(168363.0), np.float64(63735.0), np.float64(197588.0), np.float64(10294.0), np.float64(12165.0), np.float64(186453.0), np.float64(169949.0), np.float64(170436.0), np.float64(70687.0), np.float64(115701.0), np.float64(165207.0), np.float64(153401.0), np.float64(195665.0), np.float64(100077.0), np.float64(95136.0), np.float64(248073.0), np.float64(27407.0), np.float64(61399.0), np.float64(75567.0), np.float64(16775.0), np.float64(64550.0), np.float64(131893.0), np.float64(2323.0), np.float64(179282.0), np.float64(226601.0), np.float64(112390.0), np.float64(239529.0), np.float64(56909.0), np.float64(164343.0), np.float64(219213.0), np.float64(123420.0), np.float64(22123.0), np.float64(172284.0), np.float64(76259.0)]"
584,"[np.float64(132589.0), np.float64(174487.0), np.float64(195665.0), np.float64(32234.0), np.float64(8138.0), np.float64(82397.0), np.float64(233582.0), np.float64(8788.0), np.float64(61399.0), np.float64(84789.0), np.float64(63735.0), np.float64(160078.0), np.float64(252213.0), np.float64(172474.0), np.float64(97065.0), np.float64(49732.0), np.float64(227992.0), np.float64(197588.0), np.float64(144362.0), np.float64(210292.0), np.float64(145216.0), np.float64(205041.0), np.float64(169949.0), np.float64(119126.0), np.float64(245021.0), np.float64(137024.0), np.float64(27146.0), np.float64(236072.0), np.float64(140325.0), np.float64(65511.0), np.float64(56686.0), np.float64(180104.0), np.float64(133385.0), np.float64(193873.0), np.float64(68959.0), np.float64(111627.0), np.float64(191316.0), np.float64(10294.0), np.float64(117483.0), np.float64(249136.0), np.float64(33007.0), np.float64(203828.0), np.float64(184651.0), np.float64(61415.0), np.float64(194971.0), np.float64(18002.0), np.float64(117352.0), np.float64(177397.0), np.float64(117593.0), np.float64(244165.0)]"
799,"[np.float64(196948.0), np.float64(26208.0), np.float64(108448.0), np.float64(194600.0), np.float64(112757.0), np.float64(120975.0), np.float64(135767.0), np.float64(118062.0), np.float64(150817.0), np.float64(150575.0), np.float64(235462.0), np.float64(203588.0), np.float64(10445.0), np.float64(106434.0), np.float64(92265.0), np.float64(96680.0), np.float64(17734.0), np.float64(186828.0), np.float64(185351.0), np.float64(140811.0), np.float64(151612.0), np.float64(239125.0), np.float64(59810.0), np.float64(86006.0), np.float64(91427.0), np.float64(139414.0), np.float64(5153.0), np.float64(250987.0), np.float64(249056.0), np.float64(226583.0), np.float64(97388.0), np.float64(15459.0), np.float64(43787.0), np.float64(251861.0), np.float64(44950.0), np.float64(99124.0), np.float64(34569.0), np.float64(149735.0), np.float64(203442.0), np.float64(198494.0), np.float64(13355.0), np.float64(184956.0), np.float64(97931.0), np.float64(199818.0), np.float64(110866.0), np.float64(122292.0), np.float64(192102.0), np.float64(244100.0), np.float64(170508.0), np.float64(215935.0)]"
959,"[np.float64(174487.0), np.float64(8788.0), np.float64(132589.0), np.float64(84789.0), np.float64(195665.0), np.float64(82397.0), np.float64(8138.0), np.float64(160078.0), np.float64(63735.0), np.float64(32234.0), np.float64(10294.0), np.float64(145216.0), np.float64(233582.0), np.float64(119126.0), np.float64(210292.0), np.float64(61399.0), np.float64(236433.0), np.float64(252213.0), np.float64(172474.0), np.float64(83741.0), np.float64(157148.0), np.float64(249096.0), np.float64(68959.0), np.float64(191316.0), np.float64(189131.0), np.float64(193014.0), np.float64(244165.0), np.float64(245021.0), np.float64(18002.0), np.float64(184651.0), np.float64(56686.0), np.float64(194971.0), np.float64(203828.0), np.float64(20529.0), np.float64(186599.0), np.float64(61415.0), np.float64(97065.0), np.float64(141067.0), np.float64(133385.0), np.float64(117483.0), np.float64(227992.0), np.float64(91181.0), np.float64(117593.0), np.float64(205041.0), np.float64(137024.0), np.float64(199854.0), np.float64(140325.0), np.float64(98751.0), np.float64(127063.0), np.float64(49732.0)]"
158,"[np.float64(132589.0), np.float64(61399.0), np.float64(197588.0), np.float64(42981.0), np.float64(195665.0), np.float64(198220.0), np.float64(160078.0), np.float64(247811.0), np.float64(37939.0), np.float64(111863.0), np.float64(169949.0), np.float64(187665.0), np.float64(68968.0), np.float64(249096.0), np.float64(82207.0), np.float64(32222.0), np.float64(121097.0), np.float64(97065.0), np.float64(180737.0), np.float64(193014.0), np.float64(4207.0), np.float64(112390.0), np.float64(140325.0), np.float64(249935.0), np.float64(249136.0), np.float64(395.0), np.float64(119126.0), np.float64(82397.0), np.float64(48931.0), np.float64(32234.0), np.float64(45426.0), np.float64(104888.0), np.float64(141420.0), np.float64(63735.0), np.float64(56686.0), np.float64(108954.0), np.float64(87268.0), np.float64(232491.0), np.float64(102528.0), np.float64(32206.0), np.float64(188245.0), np.float64(174487.0), np.float64(103175.0), np.float64(43470.0), np.float64(179282.0), np.float64(211861.0), np.float64(65924.0), np.float64(56594.0), np.float64(52643.0), np.float64(37980.0)]"
188,"[np.float64(177197.0), np.float64(70390.0), np.float64(242925.0), np.float64(121477.0), np.float64(108543.0), np.float64(24869.0), np.float64(113737.0), np.float64(9143.0), np.float64(139427.0), np.float64(150297.0), np.float64(216927.0), np.float64(178454.0), np.float64(95337.0), np.float64(88519.0), np.float64(144636.0), np.float64(176295.0), np.float64(17801.0), np.float64(121663.0), np.float64(177121.0), np.float64(46394.0), np.float64(216354.0), np.float64(51015.0), np.float64(100860.0), np.float64(65119.0), np.float64(143448.0), np.float64(212369.0), np.float64(225961.0), np.float64(34679.0), np.float64(78695.0), np.float64(104336.0), np.float64(172331.0), np.float64(95417.0), np.float64(210809.0), np.float64(93146.0), np.float64(113191.0), np.float64(232853.0), np.float64(112531.0), np.float64(70403.0), np.float64(175008.0), np.float64(159098.0), np.float64(23543.0), np.float64(50714.0), np.float64(93131.0), np.float64(117402.0), np.float64(210274.0), np.float64(244449.0), np.float64(220755.0), np.float64(145133.0), np.float64(189106.0), np.float64(52678.0)]"
191,"[np.float64(42981.0), np.float64(32222.0), np.float64(169090.0), np.float64(177774.0), np.float64(175894.0), np.float64(233538.0), np.float64(145903.0), np.float64(141662.0), np.float64(170200.0), np.float64(208452.0), np.float64(27397.0), np.float64(45737.0), np.float64(65764.0), np.float64(158279.0), np.float64(82181.0), np.float64(2416.0), np.float64(105144.0), np.float64(39644.0), np.float64(66129.0), np.float64(82439.0), np.float64(95044.0), np.float64(183863.0), np.float64(249579.0), np.float64(159049.0), np.float64(985.0), np.float64(87268.0), np.float64(17079.0), np.float64(9288.0), np.float64(183462.0), np.float64(132038.0), np.float64(139785.0), np.float64(102066.0), np.float64(2125.0), np.float64(43730.0), np.float64(168313.0), np.float64(166357.0), np.float64(47633.0), np.float64(144864.0), np.float64(69886.0), np.float64(115283.0), np.float64(115338.0), np.float64(50057.0), np.float64(10309.0), np.float64(42826.0), np.float64(225671.0), np.float64(63067.0), np.float64(169201.0), np.float64(201052.0), np.float64(128933.0), np.float64(16847.0)]"
1035,"[np.float64(121477.0), np.float64(9143.0), np.float64(177774.0), np.float64(32222.0), np.float64(80343.0), np.float64(51015.0), np.float64(45184.0), np.float64(129958.0), np.float64(4207.0), np.float64(168313.0), np.float64(123251.0), np.float64(20904.0), np.float64(106219.0), np.float64(144864.0), np.float64(663.0), np.float64(47633.0), np.float64(137419.0), np.float64(41434.0), np.float64(11632.0), np.float64(33298.0), np.float64(120731.0), np.float64(226527.0), np.float64(132320.0), np.float64(199372.0), np.float64(197588.0), np.float64(146951.0), np.float64(231113.0), np.float64(220101.0), np.float64(141662.0), np.float64(115338.0), np.float64(59325.0), np.float64(183508.0), np.float64(129443.0), np.float64(43730.0), np.float64(139785.0), np.float64(186828.0), np.float64(77566.0), np.float64(93821.0), np.float64(177197.0), np.float64(185657.0), np.float64(169090.0), np.float64(112013.0), np.float64(246453.0), np.float64(57417.0), np.float64(76733.0), np.float64(95044.0), np.float64(226511.0), np.float64(136879.0), np.float64(114648.0), np.float64(160482.0)]"
949,"[np.float64(32222.0), np.float64(4207.0), np.float64(45184.0), np.float64(160078.0), np.float64(193014.0), np.float64(152510.0), np.float64(73682.0), np.float64(76259.0), np.float64(56909.0), np.float64(195933.0), np.float64(232491.0), np.float64(51805.0), np.float64(9655.0), np.float64(95136.0), np.float64(32206.0), np.float64(108167.0), np.float64(75567.0), np.float64(84506.0), np.float64(119126.0), np.float64(27407.0), np.float64(164343.0), np.float64(105768.0), np.float64(220093.0), np.float64(113711.0), np.float64(212361.0), np.float64(61770.0), np.float64(170436.0), np.float64(42133.0), np.float64(178288.0), np.float64(135686.0), np.float64(76079.0), np.float64(43470.0), np.float64(3689.0), np.float64(34347.0), np.float64(179370.0), np.float64(85273.0), np.float64(169343.0), np.float64(164456.0), np.float64(81826.0), np.float64(38372.0), np.float64(210292.0), np.float64(60937.0), np.float64(195665.0), np.float64(100077.0), np.float64(3264.0), np.float64(130974.0), np.float64(85162.0), np.float64(204569.0), np.float64(63735.0), np.float64(54069.0)]"
932,"[np.float64(132589.0), np.float64(195665.0), np.float64(32234.0), np.float64(197588.0), np.float64(160078.0), np.float64(82397.0), np.float64(32222.0), np.float64(237495.0), np.float64(49732.0), np.float64(8138.0), np.float64(172474.0), np.float64(174487.0), np.float64(233582.0), np.float64(227992.0), np.float64(140325.0), np.float64(119126.0), np.float64(23543.0), np.float64(236072.0), np.float64(68959.0), np.float64(113737.0), np.float64(97065.0), np.float64(144362.0), np.float64(8788.0), np.float64(245021.0), np.float64(193873.0), np.float64(46394.0), np.float64(61399.0), np.float64(177397.0), np.float64(127063.0), np.float64(203828.0), np.float64(193014.0), np.float64(75567.0), np.float64(48056.0), np.float64(63735.0), np.float64(103175.0), np.float64(84789.0), np.float64(60937.0), np.float64(204935.0), np.float64(33007.0), np.float64(76259.0), np.float64(70403.0), np.float64(205041.0), np.float64(208986.0), np.float64(14114.0), np.float64(154830.0), np.float64(88467.0), np.float64(249136.0), np.float64(137024.0), np.float64(10294.0), np.float64(145216.0)]"
902,"[np.float64(4207.0), np.float64(205408.0), np.float64(172105.0), np.float64(117756.0), np.float64(125224.0), np.float64(174557.0), np.float64(142578.0), np.float64(181163.0), np.float64(122985.0), np.float64(195264.0), np.float64(169949.0), np.float64(2864.0), np.float64(240655.0), np.float64(128753.0), np.float64(231793.0), np.float64(231873.0), np.float64(85540.0), np.float64(126346.0), np.float64(110728.0), np.float64(55051.0), np.float64(208565.0), np.float64(9752.0), np.float64(74552.0), np.float64(187228.0), np.float64(64190.0), np.float64(45184.0), np.float64(154926.0), np.float64(116891.0), np.float64(190567.0), np.float64(238818.0), np.float64(204549.0), np.float64(106114.0), np.float64(96616.0), np.float64(80118.0), np.float64(130905.0), np.float64(121097.0), np.float64(184846.0), np.float64(43470.0), np.float64(35741.0), np.float64(46071.0), np.float64(2495.0), np.float64(130229.0), np.float64(87268.0), np.float64(198220.0), np.float64(69212.0), np.float64(13505.0), np.float64(42303.0), np.float64(224785.0), np.float64(61399.0), np.float64(246725.0)]"
827,"[np.float64(223613.0), np.float64(111863.0), np.float64(181225.0), np.float64(39909.0), np.float64(42921.0), np.float64(37939.0), np.float64(78923.0), np.float64(85812.0), np.float64(2249.0), np.float64(236830.0), np.float64(23543.0), np.float64(83121.0), np.float64(180737.0), np.float64(250421.0), np.float64(116891.0), np.float64(209230.0), np.float64(38390.0), np.float64(40981.0), np.float64(97361.0), np.float64(219757.0), np.float64(72896.0), np.float64(198220.0), np.float64(31020.0), np.float64(68968.0), np.float64(7962.0), np.float64(42888.0), np.float64(103918.0), np.float64(184925.0), np.float64(64468.0), np.float64(187665.0), np.float64(121097.0), np.float64(163446.0), np.float64(240777.0), np.float64(199648.0), np.float64(219722.0), np.float64(132502.0), np.float64(204466.0), np.float64(100860.0), np.float64(247811.0), np.float64(98189.0), np.float64(39701.0), np.float64(84374.0), np.float64(107850.0), np.float64(142578.0), np.float64(32222.0), np.float64(193941.0), np.float64(117756.0), np.float64(177774.0), np.float64(197520.0), np.float64(247512.0)]"
657,"[np.float64(132589.0), np.float64(174487.0), np.float64(8138.0), np.float64(32234.0), np.float64(84789.0), np.float64(8788.0), np.float64(97065.0), np.float64(172474.0), np.float64(83741.0), np.float64(144362.0), np.float64(237495.0), np.float64(236072.0), np.float64(193873.0), np.float64(249096.0), np.float64(227992.0), np.float64(49732.0), np.float64(195665.0), np.float64(61399.0), np.float64(233582.0), np.float64(191316.0), np.float64(63735.0), np.float64(197588.0), np.float64(145216.0), np.float64(98910.0), np.float64(82397.0), np.float64(223499.0), np.float64(194971.0), np.float64(168332.0), np.float64(180104.0), np.float64(171886.0), np.float64(177397.0), np.float64(48931.0), np.float64(133385.0), np.float64(18002.0), np.float64(205041.0), np.float64(65511.0), np.float64(117483.0), np.float64(98751.0), np.float64(111627.0), np.float64(52643.0), np.float64(252213.0), np.float64(119126.0), np.float64(10294.0), np.float64(160078.0), np.float64(128125.0), np.float64(65924.0), np.float64(166796.0), np.float64(188245.0), np.float64(109817.0), np.float64(199854.0)]"
365,"[np.float64(177774.0), np.float64(39909.0), np.float64(121477.0), np.float64(9143.0), np.float64(51015.0), np.float64(37939.0), np.float64(100860.0), np.float64(40981.0), np.float64(113737.0), np.float64(184925.0), np.float64(219722.0), np.float64(164326.0), np.float64(53034.0), np.float64(117402.0), np.float64(71825.0), np.float64(116891.0), np.float64(23543.0), np.float64(111863.0), np.float64(78923.0), np.float64(108985.0), np.float64(143448.0), np.float64(193941.0), np.float64(246641.0), np.float64(70403.0), np.float64(87268.0), np.float64(84281.0), np.float64(176401.0), np.float64(107850.0), np.float64(91819.0), np.float64(218657.0), np.float64(233688.0), np.float64(214586.0), np.float64(247811.0), np.float64(249513.0), np.float64(82207.0), np.float64(181225.0), np.float64(109202.0), np.float64(42888.0), np.float64(139427.0), np.float64(106715.0), np.float64(19181.0), np.float64(9518.0), np.float64(126456.0), np.float64(227482.0), np.float64(70390.0), np.float64(24934.0), np.float64(66056.0), np.float64(245431.0), np.float64(121604.0), np.float64(102468.0)]"
488,"[np.float64(87268.0), np.float64(121477.0), np.float64(220101.0), np.float64(85431.0), np.float64(21231.0), np.float64(9143.0), np.float64(46394.0), np.float64(218657.0), np.float64(51015.0), np.float64(156313.0), np.float64(11632.0), np.float64(59024.0), np.float64(244449.0), np.float64(161162.0), np.float64(63412.0), np.float64(73777.0), np.float64(29806.0), np.float64(17823.0), np.float64(10778.0), np.float64(93821.0), np.float64(39909.0), np.float64(19904.0), np.float64(115338.0), np.float64(29082.0), np.float64(139074.0), np.float64(218810.0), np.float64(172071.0), np.float64(148602.0), np.float64(190492.0), np.float64(208382.0), np.float64(132320.0), np.float64(168074.0), np.float64(95117.0), np.float64(155254.0), np.float64(178454.0), np.float64(74398.0), np.float64(134135.0), np.float64(9518.0), np.float64(148503.0), np.float64(122126.0), np.float64(238840.0), np.float64(186080.0), np.float64(14226.0), np.float64(246267.0), np.float64(232497.0), np.float64(109202.0), np.float64(178244.0), np.float64(194612.0), np.float64(246641.0), np.float64(4612.0)]"
385,"[np.float64(223613.0), np.float64(111863.0), np.float64(198220.0), np.float64(187665.0), np.float64(61399.0), np.float64(121097.0), np.float64(160078.0), np.float64(32222.0), np.float64(208986.0), np.float64(180737.0), np.float64(68968.0), np.float64(45426.0), np.float64(71825.0), np.float64(247512.0), np.float64(14114.0), np.float64(195665.0), np.float64(4207.0), np.float64(85812.0), np.float64(127063.0), np.float64(209230.0), np.float64(221976.0), np.float64(140325.0), np.float64(117756.0), np.float64(2249.0), np.float64(88467.0), np.float64(56686.0), np.float64(103175.0), np.float64(21586.0), np.float64(250421.0), np.float64(236830.0), np.float64(97361.0), np.float64(37939.0), np.float64(104888.0), np.float64(119126.0), np.float64(249096.0), np.float64(103918.0), np.float64(164397.0), np.float64(45184.0), np.float64(102528.0), np.float64(50193.0), np.float64(224138.0), np.float64(169343.0), np.float64(49966.0), np.float64(22529.0), np.float64(83121.0), np.float64(23543.0), np.float64(117402.0), np.float64(193014.0), np.float64(141420.0), np.float64(22251.0)]"
686,"[np.float64(32222.0), np.float64(170436.0), np.float64(160078.0), np.float64(152510.0), np.float64(45184.0), np.float64(4207.0), np.float64(73682.0), np.float64(33788.0), np.float64(193014.0), np.float64(34347.0), np.float64(75567.0), np.float64(95136.0), np.float64(200181.0), np.float64(51805.0), np.float64(249088.0), np.float64(204569.0), np.float64(42133.0), np.float64(61770.0), np.float64(76259.0), np.float64(3689.0), np.float64(12165.0), np.float64(105768.0), np.float64(168363.0), np.float64(200014.0), np.float64(56909.0), np.float64(22174.0), np.float64(164343.0), np.float64(99040.0), np.float64(104888.0), np.float64(108167.0), np.float64(100077.0), np.float64(119126.0), np.float64(135686.0), np.float64(142991.0), np.float64(85273.0), np.float64(84506.0), np.float64(113711.0), np.float64(95981.0), np.float64(38908.0), np.float64(66129.0), np.float64(54069.0), np.float64(153401.0), np.float64(45481.0), np.float64(115701.0), np.float64(15433.0), np.float64(39891.0), np.float64(232798.0), np.float64(178288.0), np.float64(75328.0), np.float64(145841.0)]"
86,"[np.float64(132589.0), np.float64(174487.0), np.float64(160078.0), np.float64(32234.0), np.float64(195665.0), np.float64(8788.0), np.float64(8138.0), np.float64(84789.0), np.float64(82397.0), np.float64(63735.0), np.float64(172474.0), np.float64(249096.0), np.float64(233582.0), np.float64(145216.0), np.float64(197588.0), np.float64(97065.0), np.float64(119126.0), np.float64(61399.0), np.float64(83741.0), np.float64(49732.0), np.float64(104888.0), np.float64(236072.0), np.float64(227992.0), np.float64(72522.0), np.float64(188245.0), np.float64(186599.0), np.float64(10294.0), np.float64(157148.0), np.float64(127063.0), np.float64(141420.0), np.float64(210292.0), np.float64(193014.0), np.float64(191316.0), np.float64(49570.0), np.float64(18002.0), np.float64(68959.0), np.float64(199854.0), np.float64(80434.0), np.float64(205041.0), np.float64(144362.0), np.float64(65511.0), np.float64(203828.0), np.float64(48931.0), np.float64(128125.0), np.float64(189131.0), np.float64(184651.0), np.float64(186152.0), np.float64(236433.0), np.float64(245021.0), np.float64(194971.0)]"
612,"[np.float64(174487.0), np.float64(84789.0), np.float64(132589.0), np.float64(195665.0), np.float64(145216.0), np.float64(8138.0), np.float64(8788.0), np.float64(32234.0), np.float64(233582.0), np.float64(82397.0), np.float64(252213.0), np.float64(194971.0), np.float64(10294.0), np.float64(63735.0), np.float64(117483.0), np.float64(61399.0), np.float64(133385.0), np.float64(237495.0), np.float64(245021.0), np.float64(137024.0), np.float64(65511.0), np.float64(111627.0), np.float64(191316.0), np.float64(189131.0), np.float64(141067.0), np.float64(33007.0), np.float64(205041.0), np.float64(97065.0), np.float64(180104.0), np.float64(184651.0), np.float64(117593.0), np.float64(172474.0), np.float64(91181.0), np.float64(68959.0), np.float64(119126.0), np.float64(203828.0), np.float64(49732.0), np.float64(160078.0), np.float64(210292.0), np.float64(144362.0), np.float64(131429.0), np.float64(236433.0), np.float64(140325.0), np.float64(18002.0), np.float64(128125.0), np.float64(236072.0), np.float64(48056.0), np.float64(132358.0), np.float64(158615.0), np.float64(160525.0)]"
69,"[np.float64(32222.0), np.float64(45184.0), np.float64(4207.0), np.float64(152510.0), np.float64(160078.0), np.float64(170436.0), np.float64(99771.0), np.float64(23543.0), np.float64(233691.0), np.float64(73682.0), np.float64(204209.0), np.float64(75567.0), np.float64(95136.0), np.float64(204569.0), np.float64(15433.0), np.float64(193014.0), np.float64(217342.0), np.float64(108167.0), np.float64(105768.0), np.float64(143682.0), np.float64(61770.0), np.float64(164343.0), np.float64(57536.0), np.float64(39891.0), np.float64(76259.0), np.float64(42133.0), np.float64(54069.0), np.float64(142991.0), np.float64(3689.0), np.float64(52678.0), np.float64(113711.0), np.float64(161430.0), np.float64(116300.0), np.float64(169343.0), np.float64(140813.0), np.float64(51805.0), np.float64(84506.0), np.float64(181225.0), np.float64(29240.0), np.float64(141936.0), np.float64(45481.0), np.float64(22174.0), np.float64(251814.0), np.float64(135686.0), np.float64(80445.0), np.float64(85273.0), np.float64(150969.0), np.float64(25036.0), np.float64(216685.0), np.float64(104188.0)]"
